,Player,Game,Games Started,Minutes Played,Field Goals,Field Goals Attempted,Three Point Field Goals,Three Pointers Attempted,Two Point Field Goals,Two Pointers Attempted,Free Throws Made,Free Throws Attempted,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
1014,Lindy Waters III,66,1,996,141,353,111,308,30,45,20,25,22,126,148,52,33,19,21,73,413
1015,London Perrantes,14,0,66,2,13,0,3,2,10,3,5,1,3,4,5,2,1,1,6,7
1016,Lonnie Walker IV,264,88,5537,971,2303,348,998,623,1305,316,395,69,532,601,394,142,68,230,355,2606
1017,Lonzo Ball,252,239,8187,1117,2790,595,1633,522,1157,166,287,262,1185,1447,1563,391,162,637,547,2995
1018,Lorenzo Brown,103,7,1185,123,338,18,106,105,232,29,41,28,123,151,183,61,15,74,101,293
1019,Lou Amundson,436,77,5804,657,1455,0,3,657,1452,268,613,666,994,1660,248,165,307,331,881,1582
1020,Lou Williams,1018,127,25907,4969,11830,1557,4346,3412,7484,3991,4653,381,2022,2403,3638,886,190,1829,1280,15486
1021,Louis King,27,1,280,48,115,20,57,28,58,13,20,8,36,44,25,12,4,8,37,129
1022,Luc Mbah a Moute,671,408,14927,1545,3410,211,632,1334,2778,709,1093,829,1630,2459,537,555,232,586,1106,4010
1023,Lucas Nogueira,141,10,1754,182,288,9,34,173,254,73,114,120,268,388,72,89,144,75,221,446
1024,Luguentz Dort,213,204,6300,965,2456,408,1230,557,1226,525,667,228,598,826,357,197,64,281,623,2863
1025,Luis Montero,14,0,50,5,20,1,9,4,11,3,4,0,6,6,1,0,0,6,1,14
1026,Luis Scola,579,384,14489,2900,5973,92,265,2808,5708,1099,1468,961,2735,3696,965,346,194,893,1541,6991
1027,Luka Dončić,330,330,11319,3094,6644,917,2713,2177,3931,1995,2701,328,2497,2825,2631,368,144,1316,753,9100
1028,Luka Garza,60,5,632,129,263,30,88,99,175,79,113,91,72,163,38,12,8,32,98,367
1029,Luka Šamanić,43,9,517,78,178,23,82,55,96,28,46,17,91,108,36,14,12,32,66,207
1030,Luke Babbitt,431,121,6047,741,1808,454,1135,287,673,141,188,118,824,942,255,97,65,184,574,2077
1031,Luke Harangody,119,1,1511,181,477,37,153,144,324,47,64,100,239,339,66,36,37,36,177,446
1032,Luke Kennard,415,102,9603,1445,3144,816,1832,629,1312,352,398,107,1056,1163,785,211,54,369,599,4058
1033,Luke Kornet,263,37,3375,465,1021,162,521,303,500,112,148,201,471,672,231,69,200,90,262,1204
1034,Luke Ridnour,457,229,11107,1583,3558,359,1008,1224,2550,545,633,175,776,951,1719,365,68,660,902,4070
1035,Luke Walton,193,0,2341,187,511,49,158,138,353,19,34,85,263,348,338,71,20,157,237,442
1036,Luke Zeller,16,0,58,9,26,1,5,8,21,0,0,1,9,10,3,0,0,0,5,19
1037,Luol Deng,632,603,22023,3455,7813,646,1927,2809,5886,1693,2190,978,2745,3723,1490,608,274,1005,1015,9249
1038,Luther Head,83,24,1399,204,475,62,169,142,306,87,108,22,118,140,142,28,18,86,96,557
1039,M.J. Walker,2,0,8,0,4,0,2,0,2,0,0,0,1,1,1,2,0,0,1,0
1040,Maalik Wayns,56,2,413,53,178,14,62,39,116,34,38,2,14,16,56,14,0,30,56,154
1041,Mac McClung,6,0,90,15,32,6,17,9,15,5,7,3,13,16,11,2,2,9,13,41
1042,Malachi Flynn,144,21,2156,286,765,131,391,155,374,85,113,35,220,255,277,79,15,81,178,788
1043,Malachi Richardson,96,8,949,97,277,40,133,57,144,53,68,15,89,104,37,26,3,36,90,287
1044,Malaki Branham,66,32,1550,269,611,77,255,192,356,58,70,28,153,181,127,33,7,76,115,673
1045,Malcolm Brogdon,400,258,11796,2279,4885,654,1685,1625,3200,947,1077,314,1364,1678,1844,330,95,691,758,6159
1046,Malcolm Delaney,127,5,2262,254,673,72,234,182,439,149,185,19,204,223,356,74,7,161,194,729
1047,Malcolm Hill,43,0,433,50,108,27,75,23,33,22,28,22,51,73,16,14,6,6,49,149
1048,Malcolm Lee,36,12,534,52,136,10,34,42,102,26,37,24,41,65,51,20,10,27,52,140
1049,Malcolm Miller,53,5,355,36,83,26,64,10,19,10,16,7,29,36,15,7,5,10,33,108
1050,Malcolm Thomas,60,0,449,42,95,2,15,40,80,20,35,37,96,133,20,8,12,37,43,106
1051,Malik Allen,69,3,634,57,147,1,6,56,141,13,15,48,66,114,20,12,9,25,98,128
1052,Malik Beasley,553,155,12421,2245,5380,1252,3341,993,2039,411,511,214,1325,1539,741,360,70,484,680,6153
1053,Malik Fitts,33,0,137,17,41,11,22,6,19,0,0,4,33,37,10,0,0,4,11,45
1054,Malik Hairston,47,0,317,40,76,2,11,38,65,17,30,13,36,49,16,4,9,11,29,99
1055,Malik Monk,386,38,8017,1513,3520,651,1829,862,1691,540,636,134,786,920,925,211,97,535,550,4217
1056,Malik Newman,2,0,12,3,7,0,2,3,5,4,4,0,1,1,1,0,0,2,0,10
1057,Mamadi Diakite,49,6,505,65,137,8,34,57,103,19,27,33,90,123,18,16,24,22,75,157
1058,Mangok Mathiang,4,0,20,4,7,0,0,4,7,0,1,3,7,10,0,1,0,0,5,8
1059,Manny Harris,93,20,1594,199,524,53,150,146,374,124,168,57,196,253,129,48,14,101,104,575
1060,Manu Ginóbili*,579,110,13622,2332,5298,823,2266,1509,3032,1512,1814,289,1465,1754,2297,658,157,1117,1097,6999
1061,MarJon Beauchamp,52,11,701,96,243,47,142,49,101,27,37,38,77,115,35,21,7,45,71,266
1062,MarShon Brooks,235,50,3772,670,1496,122,341,548,1155,289,386,142,336,478,307,134,46,272,290,1751
1063,Marc Gasol,888,863,28634,4675,9847,530,1469,4145,8378,2730,3503,1290,5336,6626,3202,813,1250,1746,2503,12610
1064,Marcelo Huertas,76,1,1106,122,298,20,80,102,218,36,46,20,94,114,234,36,9,99,92,300
1065,Marcin Gortat,817,598,21888,3625,6567,3,23,3622,6544,1258,1831,1803,4933,6736,969,400,922,1012,1848,8511
1066,Marco Belinelli,865,198,20372,3110,7313,1297,3453,1813,3860,1357,1587,194,1641,1835,1474,513,76,873,1225,8874
1067,Marcus Banks,25,0,266,39,75,7,24,32,51,30,37,3,21,24,29,13,2,22,34,115
1068,Marcus Camby,349,309,9122,866,1923,8,25,858,1898,265,461,1018,2470,3488,721,337,568,373,742,2005
1069,Marcus Cousin,4,0,18,2,3,0,0,2,3,0,0,0,3,3,0,0,1,1,1,4
1070,Marcus Derrickson,11,0,67,16,33,10,20,6,13,4,5,8,5,13,1,0,1,3,9,46
1071,Marcus Garrett,12,0,128,5,21,1,4,4,17,2,5,9,14,23,7,5,3,2,16,13
1072,Marcus Georges-Hunt,47,0,272,23,55,5,17,18,38,22,31,8,17,25,10,7,0,5,37,73
1073,Marcus Haislip,10,0,44,10,21,3,5,7,16,2,5,4,6,10,0,0,2,3,5,25
1074,Marcus Landry,36,0,222,32,86,18,56,14,30,6,10,10,28,38,0,2,4,12,28,88
1075,Marcus Morris,922,587,24736,4109,9465,1480,3909,2629,5556,1580,2061,817,3327,4144,1347,622,275,1086,2024,11278
1076,Marcus Paige,5,0,28,4,14,2,8,2,6,2,2,0,4,4,3,0,0,0,0,12
1077,Marcus Smart,581,360,17441,2065,5349,911,2819,1154,2530,1100,1416,481,1577,2058,2700,914,214,1082,1505,6141
1078,Marcus Thornton,737,193,16645,3082,7336,1077,3020,2005,4316,1115,1355,586,1454,2040,1010,601,92,729,1087,8356
1079,Marcus Williams,62,1,872,104,271,24,81,80,190,37,55,13,80,93,161,32,1,74,43,269
1080,Mardy Collins,43,0,470,47,128,4,17,43,111,13,21,13,37,50,44,23,1,32,45,111
1081,Marial Shayok,4,0,28,3,12,2,6,1,6,3,4,1,6,7,1,0,1,3,4,11
1082,Mario Chalmers,625,325,15992,1840,4423,687,1991,1153,2432,1186,1476,198,1316,1514,2239,878,108,1147,1697,5553
1083,Mario Hezonja,330,69,6107,854,2047,266,833,588,1214,310,382,147,879,1026,415,243,80,371,549,2284
1084,Mario West,45,4,258,21,42,1,5,20,37,9,15,10,28,38,19,15,0,9,38,52
1085,Mark Williams,43,17,828,160,251,0,0,160,251,67,97,93,211,304,18,28,45,40,94,387
1086,Markel Brown,113,35,1794,205,539,56,190,149,349,118,151,40,194,234,132,69,27,83,157,584
1087,Markelle Fultz,191,146,5029,942,1996,75,270,867,1726,301,410,156,503,659,964,234,53,386,387,2260
1088,Markieff Morris,965,458,22520,3824,8652,866,2510,2958,6142,1444,1862,1070,3621,4691,1495,721,452,1387,2553,9958
1089,Marko Guduric,44,0,484,62,157,25,83,37,74,24,26,14,59,73,45,12,8,36,34,173
1090,Marko Simonovic,16,0,55,6,22,2,9,4,13,9,13,6,6,12,0,1,1,2,11,23
1091,Markus Howard,68,1,381,79,207,46,135,33,72,27,32,3,30,33,25,13,1,25,40,231
1092,Marques Bolden,7,0,32,1,3,0,0,1,3,5,8,3,5,8,0,3,2,2,1,7
1093,Marquese Chriss,335,149,5837,897,2002,177,627,720,1375,417,622,402,1106,1508,320,204,238,384,819,2388
1094,Marquis Daniels,197,37,3444,422,975,30,131,392,844,130,190,115,309,424,242,138,47,153,267,1004
1095,Marquis Teague,131,6,1352,123,367,15,63,108,304,63,91,6,124,130,192,33,17,116,144,324
1096,Marreese Speights,705,79,10677,2189,4832,233,653,1956,4179,1031,1295,970,1998,2968,478,186,353,648,1558,5642
1097,Marshall Plumlee,29,1,222,17,33,0,0,17,33,20,35,27,41,68,12,4,5,15,33,54
1098,Martell Webster,361,151,8948,1085,2565,511,1317,574,1248,598,736,226,919,1145,412,201,99,334,680,3279
1099,Marvin Bagley III,256,127,6309,1333,2637,136,486,1197,2151,498,737,601,1230,1831,223,123,158,299,530,3300
1100,Marvin Williams,846,620,22299,2797,6362,1022,2787,1775,3575,1151,1411,871,3299,4170,1031,622,481,647,1488,7767
1101,Mason Jones,68,2,719,111,261,49,136,62,125,92,143,15,105,120,88,16,2,59,56,363
1102,Mason Plumlee,900,570,21025,3171,5321,2,47,3169,5274,1696,2945,1989,4394,6383,2385,664,778,1355,2506,8040
1103,Matisse Thybulle,338,128,6670,584,1314,252,740,332,574,105,158,196,466,662,323,480,253,170,652,1525
1104,Matt Barnes,640,273,16365,2031,4688,783,2332,1248,2356,741,969,722,2443,3165,1246,512,350,840,1726,5586
1105,Matt Bonner,427,36,6659,800,1774,456,1089,344,685,136,180,214,854,1068,312,119,109,126,503,2192
1106,Matt Carroll,133,3,1305,159,406,29,108,130,298,76,96,24,114,138,68,38,13,54,109,423
1107,Matt Costello,4,0,32,2,4,0,0,2,4,0,0,1,8,9,2,2,2,1,7,4
1108,Matt Mooney,5,0,21,1,5,0,3,1,2,0,0,0,3,3,1,3,1,1,1,2
1109,Matt Ryan,69,0,625,81,221,65,173,16,48,20,24,8,44,52,32,11,2,14,54,247
1110,Matt Thomas,171,1,1551,228,538,136,350,92,188,49,60,26,173,199,80,26,4,52,92,641
1111,Matt Williams,3,0,11,2,6,1,5,1,1,0,0,0,1,1,0,0,0,1,1,5
1112,Matthew Dellavedova,527,93,10098,992,2565,453,1257,539,1308,355,427,174,714,888,1871,227,23,630,940,2792
1113,Maurice Ager,4,0,29,6,11,3,4,3,7,0,0,0,2,2,1,1,0,4,4,15
1114,Maurice Evans,249,53,4758,574,1353,184,548,390,805,160,190,171,319,490,147,116,45,96,419,1492
1115,Maurice Harkless,720,442,16218,1897,4002,435,1364,1462,2638,581,925,726,1801,2527,684,671,452,596,1499,4810
1116,Maurice Ndour,32,4,331,39,86,1,7,38,79,19,26,22,42,64,8,15,8,12,30,98
1117,Max Christie,41,3,512,44,106,26,62,18,44,14,16,7,68,75,21,9,7,13,33,128
1118,Max Strus,189,49,4372,660,1544,428,1154,232,390,137,167,79,423,502,287,81,30,135,326,1885
1119,Maxi Kleber,363,141,8319,897,2007,445,1244,452,763,288,366,420,1276,1696,397,153,331,246,760,2527
1120,McKinley Wright IV,32,1,354,48,101,10,30,38,71,13,19,9,38,47,61,8,5,20,25,119
1121,Mehmet Okur,103,87,2771,429,976,110,301,319,675,214,264,163,463,626,168,51,90,159,286,1182
1122,Melvin Ely,32,2,393,31,57,0,0,31,57,13,21,27,48,75,14,4,12,14,55,75
1123,Melvin Frazier,32,0,290,35,103,9,43,26,60,8,15,10,18,28,5,11,2,9,25,87
1124,Metta World Peace,387,278,10403,1212,3073,437,1306,775,1767,475,695,413,943,1356,716,477,147,419,810,3336
1125,Meyers Leonard,456,95,7272,972,2016,334,856,638,1160,267,329,333,1438,1771,396,85,127,315,981,2545
1126,Mfiondu Kabengele,94,0,660,82,217,35,123,47,94,39,47,30,111,141,36,20,28,33,84,238
1127,Micah Potter,10,0,83,15,26,4,9,11,17,2,2,7,18,25,4,2,1,3,9,36
1128,Michael Beasley,528,219,11894,2636,5687,258,754,2378,4933,915,1209,554,1868,2422,705,304,277,904,1110,6445
1129,Michael Carter-Williams,489,281,12463,1908,4772,229,907,1679,3865,1095,1565,462,1679,2141,2220,629,260,1189,1179,5140
1130,Michael Finley,92,14,1418,162,368,64,164,98,204,16,30,12,130,142,86,20,12,42,66,404
1131,Michael Foster Jr.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Michael Frazier,13,0,145,7,29,4,23,3,6,9,14,1,9,10,2,2,0,5,22,27
1133,Michael Gbinije,9,0,32,1,10,0,4,1,6,2,2,2,1,3,2,0,0,0,2,4
1134,Michael Kidd-Gilchrist,471,356,11259,1484,3151,33,123,1451,3028,809,1130,717,1770,2487,529,298,310,416,993,3810
1135,Michael Porter Jr.,187,133,4878,1073,2120,430,1031,643,1089,267,335,230,874,1104,198,114,110,206,361,2843
1136,Michael Redd,79,14,1396,237,618,64,209,173,409,139,181,25,114,139,84,34,3,56,57,677
1137,Mickaël Gelabale,36,13,644,72,139,16,52,56,87,21,24,32,67,99,26,16,4,16,47,181
1138,Mickaël Piétrus,250,54,5208,657,1637,367,1024,290,613,179,272,92,541,633,149,144,89,196,454,1860
1139,Mickell Gladness,52,14,504,50,118,0,0,50,118,12,24,28,88,116,10,8,40,14,64,112
1140,Mikal Bridges,475,408,15587,2496,5108,762,2018,1734,3090,1071,1234,430,1510,1940,1185,585,305,522,948,6825
1141,Mike Bibby,279,220,7322,799,1920,459,1105,340,815,152,211,59,574,633,920,188,24,312,552,2209
1142,Mike Conley,957,947,30788,5052,11530,1641,4293,3411,7237,2679,3249,476,2345,2821,5731,1375,215,1874,1939,14424
1143,Mike Dunleavy,540,223,13364,1789,4089,763,1951,1026,2138,765,932,231,1682,1913,909,292,179,539,920,5106
1144,Mike Harris,50,0,433,54,127,0,4,54,123,42,53,37,49,86,12,26,10,30,66,150
1145,Mike James,156,44,2715,412,1095,120,373,292,722,183,242,41,263,304,496,97,20,197,235,1127
1146,Mike Miller,394,92,7227,770,1717,417,984,353,733,154,197,175,1019,1194,642,149,37,351,571,2111
1147,Mike Muscala,622,58,9890,1364,3035,661,1757,703,1278,492,593,483,1538,2021,554,202,297,351,956,3881
1148,Mike Scott,634,37,10577,1602,3588,595,1617,1007,1971,396,527,421,1582,2003,565,208,87,401,978,4195
1149,Mike Tobey,2,0,25,1,4,0,0,1,4,0,0,2,1,3,1,0,0,1,2,2
1150,Mike Wilks,4,0,59,6,12,2,3,4,9,2,4,1,3,4,4,0,0,4,5,16
1151,Mikki Moore,30,20,524,63,110,0,0,63,110,13,18,33,58,91,41,8,16,28,84,139
1152,Miles Bridges,291,188,8460,1465,3100,434,1255,1031,1845,529,654,326,1315,1641,656,213,216,401,579,3893
1153,Miles McBride,104,4,1132,109,323,57,202,52,121,36,54,17,75,92,113,51,9,30,105,311
1154,Miles Plumlee,464,208,7336,928,1727,0,0,928,1727,248,455,697,1280,1977,233,212,335,389,724,2104
1155,Miloš Teodosić,60,36,1284,168,400,98,259,70,141,43,53,19,123,142,241,26,6,118,130,477
1156,Milton Doyle,10,0,125,13,47,4,23,9,24,4,8,3,15,18,10,6,2,2,13,34
1157,Mindaugas Kuzminskas,69,5,1018,158,371,54,168,104,203,55,68,47,79,126,69,29,11,51,79,425
1158,Miroslav Raduljica,53,2,488,71,134,0,0,71,134,47,57,56,57,113,23,8,13,30,92,189
1159,Mirza Teletović,324,14,5765,927,2285,541,1460,386,825,241,319,189,853,1042,273,104,82,255,552,2636
1160,Mitch Creek,10,0,96,16,32,0,4,16,28,10,14,12,12,24,12,4,0,2,6,42
1161,Mitch McGary,52,2,557,99,188,0,6,99,182,29,50,57,126,183,17,17,18,38,82,227
1162,Mitchell Robinson,289,175,7064,1019,1431,0,0,1019,1431,338,639,1038,1237,2275,181,253,567,199,852,2376
1163,Miye Oni,80,1,672,49,140,38,115,11,25,9,12,29,79,108,37,15,10,21,77,145
1164,Mo Bamba,324,89,5731,921,1929,299,824,622,1105,252,372,504,1318,1822,293,114,412,258,697,2393
1165,Mo Williams,534,307,15367,2543,6153,826,2275,1717,3878,1068,1222,209,1085,1294,2840,434,100,1276,1259,6980
1166,Monta Ellis,659,618,23644,4715,10743,712,2247,4003,8496,2181,2810,309,1905,2214,3397,1167,232,1904,1545,12323
1167,Monte Morris,342,166,8761,1417,2949,412,1052,1005,1897,337,406,123,742,865,1368,264,61,278,391,3583
1168,Montrezl Harrell,586,39,12185,2864,4605,13,100,2851,4505,1411,2103,1079,1940,3019,820,298,447,622,1195,7152
1169,Moritz Wagner,298,79,4794,819,1687,226,703,593,984,520,633,238,849,1087,351,148,94,315,684,2384
1170,Morris Almond,4,0,67,6,17,1,3,5,14,1,3,1,7,8,2,7,0,1,6,14
1171,Morris Peterson,50,39,996,118,306,62,172,56,134,33,54,17,112,129,42,25,5,27,86,331
1172,Moses Brown,204,46,2230,400,686,0,0,400,686,233,422,349,596,945,21,54,108,116,284,1033
1173,Moses Moody,115,14,1424,188,410,89,245,99,165,65,89,45,140,185,74,25,17,47,97,530
1174,Moses Wright,8,0,29,2,8,0,2,2,6,6,6,2,4,6,4,0,2,0,0,10
1175,Moussa Diabaté,22,1,195,24,47,1,2,23,45,10,16,31,19,50,4,7,8,9,15,59
1176,Mustafa Shakur,25,0,170,21,62,1,11,20,51,9,17,7,15,22,29,5,3,20,17,52
1177,Mychal Mulder,101,15,1449,193,486,135,374,58,112,31,42,15,116,131,44,22,17,37,102,552
1178,Mychel Thompson,5,3,95,7,24,4,11,3,13,0,0,0,5,5,7,2,1,5,8,18
1179,Myke Henry,20,0,378,41,109,19,58,22,51,6,10,10,28,38,22,31,6,19,28,107
1180,Myles Powell,11,0,52,5,17,1,6,4,11,2,2,1,5,6,3,1,0,3,8,13
1181,Myles Turner,493,460,14204,2470,4963,484,1370,1986,3593,1174,1523,703,2642,3345,602,347,1124,677,1466,6598
1182,Naji Marshall,164,35,3227,438,1049,116,406,322,643,265,343,101,468,569,339,113,32,181,240,1257
1183,Nando De Colo,166,12,1908,233,547,67,188,166,359,97,114,51,233,284,268,85,18,151,183,630
1184,Nassir Little,192,34,3277,422,936,151,451,271,485,166,229,148,465,613,149,63,83,109,271,1161
1185,Nate Darling,7,0,26,2,7,2,7,0,0,3,3,1,0,1,1,0,1,1,1,9
1186,Nate Hinton,23,0,95,15,43,4,19,11,24,7,10,1,8,9,8,7,2,6,8,41
1187,Nate Robinson,493,62,9605,1674,4037,631,1754,1043,2283,534,681,185,680,865,1447,377,40,619,1036,4513
1188,Nate Wolters,105,31,1822,211,509,18,76,193,433,63,102,50,169,219,230,51,19,83,104,503
1189,Nathan Jawai,39,2,412,49,111,0,1,49,110,26,38,49,55,104,24,10,9,27,58,124
1190,Nathan Knight,108,2,837,128,269,18,68,110,201,127,172,81,132,213,43,26,24,54,105,401
1191,Naz Mitrou-Long,20,0,132,13,38,5,24,8,14,2,2,1,12,13,23,2,2,11,12,33
1192,Naz Reid,245,43,4308,947,1877,225,654,722,1223,352,495,291,789,1080,255,135,222,265,610,2471
1193,Nazr Mohammed,442,117,5638,872,1748,0,5,872,1743,281,454,604,1018,1622,137,134,259,290,768,2025
1194,Neemias Queta,20,0,149,23,47,0,0,23,47,11,19,19,23,42,7,1,10,7,25,57
1195,Nemanja Bjelica,486,165,9768,1368,2942,525,1381,843,1561,393,520,515,1663,2178,895,303,189,492,1126,3654
1196,Nemanja Nedović,24,0,142,8,39,3,18,5,21,7,8,3,12,15,13,0,1,13,13,26
1197,Nenad Krstić,218,210,4883,743,1464,1,5,742,1459,302,398,382,671,1053,106,84,95,170,545,1789
1198,Nenê,634,392,15774,2786,5082,6,43,2780,5039,1600,2427,922,2744,3666,1198,624,431,1029,1753,7178
1199,Nerlens Noel,535,246,11523,1572,2863,4,18,1568,2845,670,1016,1001,2174,3175,561,669,743,657,1350,3818
1200,Nic Claxton,170,96,4026,709,1044,2,14,707,1030,229,424,337,839,1176,231,113,288,161,404,1649
1201,Nick Calathes,129,7,2011,246,558,30,104,216,454,68,117,42,201,243,353,129,13,162,217,590
1202,Nick Collison,531,15,9327,932,1693,21,89,911,1604,377,532,803,1269,2072,572,245,208,425,1264,2262
1203,Nick Johnson,28,0,262,26,75,5,21,21,54,17,25,13,26,39,11,7,3,19,34,74
1204,Nick Richards,133,14,1647,261,412,1,2,260,410,174,237,185,328,513,53,20,92,86,212,697
1205,Nick Young,625,229,15153,2664,6470,1046,2782,1618,3688,1246,1488,237,1058,1295,585,364,125,608,1187,7620
1206,Nickeil Alexander-Walker,341,62,6298,1058,2674,454,1346,604,1328,315,441,126,678,804,719,220,118,419,527,2885
1207,Nico Mannion,30,1,364,39,114,22,60,17,54,23,28,6,40,46,70,16,1,31,29,123
1208,Nicolas Batum,914,749,28286,3614,8289,1527,4187,2087,4102,1446,1734,892,3894,4786,3262,878,583,1542,1590,10201
1209,Nicolás Brussino,58,2,531,52,143,29,97,23,46,17,22,26,72,98,47,17,8,26,43,150
1210,Nicolás Laprovíttola,18,3,174,20,47,10,27,10,20,9,9,1,9,10,28,4,1,19,19,59
1211,Nicolò Melli,150,16,2174,228,605,115,376,113,229,92,123,96,328,424,170,62,29,70,240,663
1212,Nigel Hayes,18,0,244,22,66,8,32,14,34,2,6,8,36,44,12,4,6,4,16,54
1213,Nigel Williams-Goss,10,0,50,5,16,2,7,3,9,2,2,2,4,6,6,3,1,3,6,14
1214,Nik Stauskas,460,63,8278,971,2487,514,1429,457,1058,432,530,101,784,885,637,169,91,418,501,2888
1215,Nikola Jokić,596,555,18341,4628,8367,593,1702,4035,6665,2205,2661,1560,4713,6273,3959,714,423,1709,1641,12054
1216,Nikola Jović,15,8,204,28,69,8,35,20,34,18,19,9,22,31,10,7,2,10,19,82
1217,Nikola Mirotić,420,134,10457,1847,4310,865,2388,982,1922,907,1115,420,2218,2638,542,315,301,491,881,5466
1218,Nikola Peković,271,194,6744,1314,2537,0,0,1314,2537,777,1023,803,1004,1807,199,140,151,414,632,3405
1219,Nikola Vučević,893,832,27963,6660,13480,853,2383,5807,11097,1466,1904,2192,7259,9451,2571,775,780,1557,2141,15639
1220,Noah Vonleh,452,189,7106,807,1743,116,384,691,1359,351,509,595,1630,2225,326,169,167,330,753,2081
1221,Nolan Smith,84,4,829,109,294,19,73,90,221,40,56,24,59,83,97,25,4,71,81,277
1222,Norman Powell,595,295,14653,2737,5863,990,2516,1747,3347,1467,1764,246,1377,1623,959,515,170,787,1158,7931
1223,Norris Cole,435,85,9849,1235,3027,262,815,973,2212,347,470,92,769,861,1236,337,49,616,803,3079
1224,Norvel Pelle,53,0,419,44,83,0,1,44,82,15,26,35,81,116,12,5,50,26,84,103
1225,O.J. Mayo,465,243,13799,2246,5264,709,1909,1537,3355,857,1065,229,1169,1398,1345,468,128,904,1035,6058
1226,OG Anunoby,368,294,10446,1611,3417,590,1572,1021,1845,456,613,405,1173,1578,560,459,188,466,882,4268
1227,Obi Toppin,201,15,2963,542,1101,163,501,379,600,151,197,124,469,593,172,65,60,117,225,1398
1228,Ochai Agbaji,59,22,1209,165,386,81,228,84,158,56,69,43,78,121,67,16,15,41,99,467
1229,Ognjen Kuzmić,37,0,164,13,25,0,0,13,25,9,15,17,21,38,8,5,5,15,30,35
1230,Okaro White,44,4,557,40,105,16,47,24,58,22,25,29,66,95,23,11,11,19,58,118
1231,Oleksiy Pecherov,44,5,447,77,188,14,52,63,136,29,32,32,92,124,11,9,14,32,55,197
1232,Oliver Lafayette,1,0,22,3,6,1,2,2,4,0,0,1,3,4,2,0,0,1,0,7
1233,Olivier Sarr,31,3,535,73,131,14,37,59,94,29,36,46,78,124,23,7,20,26,69,189
1234,Omari Johnson,4,0,75,9,21,4,12,5,9,0,0,4,7,11,7,2,0,3,6,22
1235,Omari Spellman,95,14,1691,225,539,87,238,138,301,105,137,149,264,413,94,59,49,85,130,642
1236,Omer Yurtseven,65,12,789,146,274,4,18,142,256,43,67,93,224,317,51,19,22,45,100,339
1237,Omri Casspi,624,147,12602,1795,3945,508,1382,1287,2563,730,1081,500,1967,2467,699,385,137,624,967,4828
1238,Onyeka Okongwu,178,28,3442,569,872,4,16,565,856,269,363,394,628,1022,152,110,200,154,500,1411
1239,Orien Greene,3,0,5,1,2,0,0,1,2,1,2,0,0,0,1,1,0,0,0,3
1240,Orlando Johnson,155,2,1605,162,474,58,208,104,266,73,100,46,204,250,91,29,19,67,121,455
1241,Orlando Robinson,31,1,425,47,89,0,6,47,83,22,31,48,78,126,25,12,12,16,53,116
